0.0062,0.9938,0.0099
0.0161,0.9839,0.01
0.0261,0.9739,0.0092
0.0353,0.9647,0.0101
0.0454,0.9546,0.0099
0.0553,0.9447,0.0115
0.0668,0.9332,0.0097
0.0765,0.9235,0.0111
0.0876,0.9124,0.0103
0.0979,0.9021,0.0122
0.1101,0.8899,0.0127
0.1228,0.8772,0.0098
0.1326,0.8674,0.0094
0.142,0.858,0.0085
0.1505,0.8495,0.0103
0.1608,0.8392,0.0112
0.172,0.828,0.0099
0.1819,0.8181,0.0085
0.1904,0.8096,0.0118
0.2022,0.7978,0.0101
0.2123,0.7877,0.0103
0.2226,0.7774,0.0099
0.2325,0.7675,0.0081
0.2406,0.7594,0.0093
0.2499,0.7501,0.0094
0.2593,0.7407,0.0098
0.2691,0.7309,0.0098
0.2789,0.7211,0.0086
0.2875,0.7125,0.0123
0.2998,0.7002,0.0102
0.31,0.69,0.0096
0.3196,0.6804,0.0096
0.3292,0.6708,0.0127
0.3419,0.6581,0.0081
0.35,0.65,0.0096
0.3596,0.6404,0.011
0.3706,0.6294,0.0104
0.381,0.619,0.0102
0.3912,0.6088,0.0099
0.4011,0.5989,0.0084
0.4095,0.5905,0.012
0.4215,0.5785,0.0123
0.4338,0.5662,0.0108
0.4446,0.5554,0.0099
0.4545,0.5455,0.0108
0.4653,0.5347,0.0104
0.4757,0.5243,0.0103
0.486,0.514,0.0087
0.4947,0.5053,0.0105
0.5052,0.4948,0.0106
0.5158,0.4842,0.0079
0.5237,0.4763,0.0112
0.5349,0.4651,0.0094
0.5443,0.4557,0.0105
0.5548,0.4452,0.009
0.5638,0.4362,0.0098
0.5736,0.4264,0.0094
0.583,0.417,0.0095
0.5925,0.4075,0.0103
0.6028,0.3972,0.0106
0.6134,0.3866,0.0103
0.6237,0.3763,0.0112
0.6349,0.3651,0.0086
0.6435,0.3565,0.0099
0.6534,0.3466,0.0101
0.6635,0.3365,0.0095
0.673,0.327,0.0103
0.6833,0.3167,0.0109
0.6942,0.3058,0.0119
0.7061,0.2939,0.0103
0.7164,0.2836,0.0097
0.7261,0.2739,0.0107
0.7368,0.2632,0.0104
0.7472,0.2528,0.0099
0.7571,0.2429,0.01
0.7671,0.2329,0.01
0.7771,0.2229,0.0099
0.787,0.213,0.0101
0.7971,0.2029,0.0091
0.8062,0.1938,0.0106
0.8168,0.1832,0.0091
0.8259,0.1741,0.009
0.8349,0.1651,0.0091
0.844,0.156,0.0089
0.8529,0.1471,0.0092
0.8621,0.1379,0.0089
0.871,0.129,0.0094
0.8804,0.1196,0.0088
0.8892,0.1108,0.0099
0.8991,0.1009,0.0099
0.909,0.091,0.0093
0.9183,0.0817,0.0103
0.9286,0.0714,0.0106
0.9392,0.0608,0.0096
0.9488,0.0512,0.0094
0.9582,0.0418,0.0091
0.9673,0.0327,0.0107
0.978,0.022,0.0085
0.9865,0.0135,0.0089
0.9954,0.0046,0.0046
