0.0041,0.9959,0.0098
0.0139,0.9861,0.0088
0.0227,0.9773,0.009
0.0317,0.9683,0.0101
0.0418,0.9582,0.0093
0.0511,0.9489,0.0088
0.0599,0.9401,0.0101
0.07,0.93,0.0095
0.0795,0.9205,0.0096
0.0891,0.9109,0.009
0.0981,0.9019,0.01
0.1081,0.8919,0.0084
0.1165,0.8835,0.0116
0.1281,0.8719,0.0098
0.1379,0.8621,0.0113
0.1492,0.8508,0.011
0.1602,0.8398,0.0094
0.1696,0.8304,0.012
0.1816,0.8184,0.0116
0.1932,0.8068,0.0102
0.2034,0.7966,0.0117
0.2151,0.7849,0.01
0.2251,0.7749,0.0099
0.235,0.765,0.0105
0.2455,0.7545,0.0107
0.2562,0.7438,0.0103
0.2665,0.7335,0.0092
0.2757,0.7243,0.0102
0.2859,0.7141,0.011
0.2969,0.7031,0.009
0.3059,0.6941,0.0106
0.3165,0.6835,0.0086
0.3251,0.6749,0.0106
0.3357,0.6643,0.0099
0.3456,0.6544,0.0086
0.3542,0.6458,0.0114
0.3656,0.6344,0.0115
0.3771,0.6229,0.0116
0.3887,0.6113,0.0099
0.3986,0.6014,0.0093
0.4079,0.5921,0.0079
0.4158,0.5842,0.0111
0.4269,0.5731,0.0105
0.4374,0.5626,0.0115
0.4489,0.5511,0.0111
0.46,0.54,0.009
0.469,0.531,0.01
0.479,0.521,0.0101
0.4891,0.5109,0.0087
0.4978,0.5022,0.0104
0.5082,0.4918,0.0092
0.5174,0.4826,0.0088
0.5262,0.4738,0.0104
0.5366,0.4634,0.0107
0.5473,0.4527,0.0099
0.5572,0.4428,0.0098
0.567,0.433,0.0108
0.5778,0.4222,0.0124
0.5902,0.4098,0.01
0.6002,0.3998,0.0088
0.609,0.391,0.008
0.617,0.383,0.0081
0.6251,0.3749,0.0108
0.6359,0.3641,0.0102
0.6461,0.3539,0.0102
0.6563,0.3437,0.0103
0.6666,0.3334,0.0115
0.6781,0.3219,0.0107
0.6888,0.3112,0.0103
0.6991,0.3009,0.0095
0.7086,0.2914,0.0105
0.7191,0.2809,0.0086
0.7277,0.2723,0.0104
0.7381,0.2619,0.0113
0.7494,0.2506,0.0102
0.7596,0.2404,0.0103
0.7699,0.2301,0.0094
0.7793,0.2207,0.0094
0.7887,0.2113,0.0107
0.7994,0.2006,0.011
0.8104,0.1896,0.0103
0.8207,0.1793,0.0098
0.8305,0.1695,0.0093
0.8398,0.1602,0.0082
0.848,0.152,0.0099
0.8579,0.1421,0.0081
0.866,0.134,0.0118
0.8778,0.1222,0.0097
0.8875,0.1125,0.0097
0.8972,0.1028,0.0089
0.9061,0.0939,0.01
0.9161,0.0839,0.0104
0.9265,0.0735,0.0105
0.937,0.063,0.0077
0.9447,0.0553,0.0111
0.9558,0.0442,0.0122
0.968,0.032,0.0096
0.9776,0.0224,0.0089
0.9865,0.0135,0.0083
0.9948,0.0052,0.0052
